"date_cd","week_cd","month_cd","weekstart_dt","weekend_dt","monthstart_dt","monthend_dt","year_nm","month_nm","day_nm","week_nm","holiday_yn","holiday_desc","use_yn","std_dt","end_dt","update_dt","weekend_yn","public_holiday_yn","national_day_yn","twentyfourdiv_day_yn","sundry_day_yn","anniversary_day_yn","public_holiday_desc","national_day_desc","twentyfourdiv_day_desc","sundry_day_desc","anniversary_day_desc","days_desc"
"2024-07-30","2024-07-29~2024-08-04","2024-07","2024-07-29","2024-08-04","2024-07-01","2024-07-31","2024년","7월","30일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-07-31","2024-07-29~2024-08-04","2024-07","2024-07-29","2024-08-04","2024-07-01","2024-07-31","2024년","7월","31일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-01","2024-07-29~2024-08-04","2024-08","2024-07-29","2024-08-04","2024-08-01","2024-08-31","2024년","8월","1일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-02","2024-07-29~2024-08-04","2024-08","2024-07-29","2024-08-04","2024-08-01","2024-08-31","2024년","8월","2일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-03","2024-07-29~2024-08-04","2024-08","2024-07-29","2024-08-04","2024-08-01","2024-08-31","2024년","8월","3일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-04","2024-07-29~2024-08-04","2024-08","2024-07-29","2024-08-04","2024-08-01","2024-08-31","2024년","8월","4일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-05","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","5일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-06","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","6일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-07","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","7일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","입추","","","입추"
"2024-08-08","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","8일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","섬의 날","섬의 날"
"2024-08-09","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","9일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-10","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","10일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","Y","N","","","","칠석","","칠석"
"2024-08-11","2024-08-05~2024-08-11","2024-08","2024-08-05","2024-08-11","2024-08-01","2024-08-31","2024년","8월","11일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-12","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","12일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-13","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","13일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-14","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","14일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","Y","N","","","","말복","","말복"
"2024-08-15","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","15일","목","Y","광복절","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","광복절","광복절","","","","광복절"
"2024-08-16","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","16일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-17","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","17일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-18","2024-08-12~2024-08-18","2024-08","2024-08-12","2024-08-18","2024-08-01","2024-08-31","2024년","8월","18일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-19","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","19일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-20","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","20일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-21","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","21일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-22","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","22일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","처서","","","처서"
"2024-08-23","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","23일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-24","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","24일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-25","2024-08-19~2024-08-25","2024-08","2024-08-19","2024-08-25","2024-08-01","2024-08-31","2024년","8월","25일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-08-26","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","26일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-27","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","27일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-28","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","28일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-29","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","29일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-30","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","30일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-08-31","2024-08-26~2024-09-01","2024-08","2024-08-26","2024-09-01","2024-08-01","2024-08-31","2024년","8월","31일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-01","2024-08-26~2024-09-01","2024-09","2024-08-26","2024-09-01","2024-09-01","2024-09-30","2024년","9월","1일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-02","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","2일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-03","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","3일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-04","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","4일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-05","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","5일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-06","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","6일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-07","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","7일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","Y","","","백로","","푸른 하늘의 날,곤충의 날,사회복지의 날","백로,곤충의 날,푸른 하늘의 날,사회복지의 날"
"2024-09-08","2024-09-02~2024-09-08","2024-09","2024-09-02","2024-09-08","2024-09-01","2024-09-30","2024년","9월","8일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-09","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","9일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-10","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","10일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","해양경찰의 날","해양경찰의 날"
"2024-09-11","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","11일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-12","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","12일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-13","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","13일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-14","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","14일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-15","2024-09-09~2024-09-15","2024-09","2024-09-09","2024-09-15","2024-09-01","2024-09-30","2024년","9월","15일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-16","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","16일","월","Y","추석","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","추석","추석","","","","추석"
"2024-09-17","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","17일","화","Y","추석","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","추석","추석","","","","추석"
"2024-09-18","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","18일","수","Y","추석","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","추석","추석","","","","추석"
"2024-09-19","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","19일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-20","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","20일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-21","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","21일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","청년의 날","청년의 날"
"2024-09-22","2024-09-16~2024-09-22","2024-09","2024-09-16","2024-09-22","2024-09-01","2024-09-30","2024년","9월","22일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","Y","N","N","","","추분","","","추분"
"2024-09-23","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","23일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-24","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","24일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-25","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","25일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-26","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","26일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-27","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","27일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-09-28","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","28일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-29","2024-09-23~2024-09-29","2024-09","2024-09-23","2024-09-29","2024-09-01","2024-09-30","2024년","9월","29일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-09-30","2024-09-30~2024-10-06","2024-09","2024-09-30","2024-10-06","2024-09-01","2024-09-30","2024년","9월","30일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","조달의 날","조달의 날"
"2024-10-01","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","1일","화","Y","임시공휴일","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","Y","임시공휴일","임시공휴일","","","국군의 날","임시공휴일,국군의 날"
"2024-10-02","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","2일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","노인의 날","노인의 날"
"2024-10-03","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","3일","목","Y","개천절","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","개천절","개천절","","","","개천절"
"2024-10-04","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","4일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-05","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","5일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","세계 한인의 날","세계 한인의 날"
"2024-10-06","2024-09-30~2024-10-06","2024-10","2024-09-30","2024-10-06","2024-10-01","2024-10-31","2024년","10월","6일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-07","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","7일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-08","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","8일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","Y","","","한로","","재향군인의 날","재향군인의 날,한로"
"2024-10-09","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","9일","수","Y","한글날","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","Y","Y","N","N","N","한글날","한글날","","","","한글날"
"2024-10-10","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","10일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","임산부의 날,정신건강의 날","임산부의 날,정신건강의 날"
"2024-10-11","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","11일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-12","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","12일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-13","2024-10-07~2024-10-13","2024-10","2024-10-07","2024-10-13","2024-10-01","2024-10-31","2024년","10월","13일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-14","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","14일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-15","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","15일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","체육의 날","체육의 날"
"2024-10-16","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","16일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","부마민주항쟁 기념일","부마민주항쟁 기념일"
"2024-10-17","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","17일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-18","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","18일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-19","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","19일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","문화의 날","문화의 날"
"2024-10-20","2024-10-14~2024-10-20","2024-10","2024-10-14","2024-10-20","2024-10-01","2024-10-31","2024년","10월","20일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-21","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","21일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","경찰의 날","경찰의 날"
"2024-10-22","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","22일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-23","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","23일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","상강","","","상강"
"2024-10-24","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","24일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","국제연합일","국제연합일"
"2024-10-25","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","25일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-26","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","26일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-27","2024-10-21~2024-10-27","2024-10","2024-10-21","2024-10-27","2024-10-01","2024-10-31","2024년","10월","27일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-10-28","2024-10-28~2024-11-03","2024-10","2024-10-28","2024-11-03","2024-10-01","2024-10-31","2024년","10월","28일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","교정의 날","교정의 날"
"2024-10-29","2024-10-28~2024-11-03","2024-10","2024-10-28","2024-11-03","2024-10-01","2024-10-31","2024년","10월","29일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","금융의 날,지방자치의 날","지방자치의 날,금융의 날"
"2024-10-30","2024-10-28~2024-11-03","2024-10","2024-10-28","2024-11-03","2024-10-01","2024-10-31","2024년","10월","30일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-10-31","2024-10-28~2024-11-03","2024-10","2024-10-28","2024-11-03","2024-10-01","2024-10-31","2024년","10월","31일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-01","2024-10-28~2024-11-03","2024-11","2024-10-28","2024-11-03","2024-11-01","2024-11-30","2024년","11월","1일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-02","2024-10-28~2024-11-03","2024-11","2024-10-28","2024-11-03","2024-11-01","2024-11-30","2024년","11월","2일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-11-03","2024-10-28~2024-11-03","2024-11","2024-10-28","2024-11-03","2024-11-01","2024-11-30","2024년","11월","3일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","학생독립운동 기념일","학생독립운동 기념일"
"2024-11-04","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","4일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-05","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","5일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-06","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","6일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-07","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","7일","목","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","Y","N","N","","","입동","","","입동"
"2024-11-08","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","8일","금","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-09","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","9일","토","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","Y","","","","","소방의 날","소방의 날"
"2024-11-10","2024-11-04~2024-11-10","2024-11","2024-11-04","2024-11-10","2024-11-01","2024-11-30","2024년","11월","10일","일","Y","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","Y","N","N","N","N","N","","","","","",""
"2024-11-11","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","11일","월","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","Y","","","","","유엔참전용사 국제추모의 날,농업인의 날","농업인의 날,유엔참전용사 국제추모의 날"
"2024-11-12","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","12일","화","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
"2024-11-13","2024-11-11~2024-11-17","2024-11","2024-11-11","2024-11-17","2024-11-01","2024-11-30","2024년","11월","13일","수","N","","Y","2025-04-27","9999-12-31","2025-04-27 22:00:25.000000000","N","N","N","N","N","N","","","","","",""
